"id","age","gender","trial","easy_hard","rating"
77709894,28,"female","24_Stability","easy",90
77709894,28,"female","10_Stability","hard",70
77709894,28,"female","10_Stability","easy",99
77709894,28,"female","8_Number","hard",21
77709894,28,"female","8_Number","easy",2
77709894,28,"female","9_InitNumber","hard",1
77709894,28,"female","9_InitNumber","easy",1
77709894,28,"female","20_Stability","hard",95
77709894,28,"female","20_Stability","easy",58
77709894,28,"female","21_Number","easy",3
77709894,28,"female","21_Number","hard",38
77709894,28,"female","33_Pattern","hard",58
77709894,28,"female","33_Pattern","easy",9
77709894,28,"female","22_Number","hard",5
77709894,28,"female","22_Number","easy",1
77709894,28,"female","27_Sampling","easy",1
77709894,28,"female","27_Sampling","hard",7
77709894,28,"female","14_Stability","easy",3
77709894,28,"female","14_Stability","hard",7
77709894,28,"female","26_Number","easy",27
77709894,28,"female","26_Number","hard",34
77709894,28,"female","23_InitNumber","easy",9
77709894,28,"female","23_InitNumber","hard",10
77709894,28,"female","31_InitNumber","easy",3
77709894,28,"female","31_InitNumber","hard",9
77709894,28,"female","30_Number","hard",5
77709894,28,"female","30_Number","easy",1
77709894,28,"female","34_Stability","hard",94
77709894,28,"female","34_Stability","easy",69
77709894,28,"female","7_Number","easy",1
77709894,28,"female","7_Number","hard",55
77709894,28,"female","28_Stability","hard",41
77709894,28,"female","28_Stability","easy",32
77709894,28,"female","16_Number","easy",5
77709894,28,"female","16_Number","hard",64
77709894,28,"female","36_Distance","hard",86
77709894,28,"female","36_Distance","easy",88
77709894,28,"female","11_InitSorted","easy",28
77709894,28,"female","11_InitSorted","hard",11
77709894,28,"female","18_Stability","easy",31
77709894,28,"female","18_Stability","hard",78
77709894,28,"female","13_Sampling","hard",40
77709894,28,"female","13_Sampling","easy",8
77709894,28,"female","25_InitSorted","hard",37
77709894,28,"female","25_InitSorted","easy",32
77709894,28,"female","17_InitNumber","easy",2
77709894,28,"female","17_InitNumber","hard",5
77709894,28,"female","15_Number","easy",1
77709894,28,"female","15_Number","hard",33
77709894,28,"female","35_Distance","easy",71
77709894,28,"female","35_Distance","hard",86
93756232,33,"female","23_InitNumber","easy",63
93756232,33,"female","23_InitNumber","hard",73
93756232,33,"female","17_InitNumber","hard",63
93756232,33,"female","17_InitNumber","easy",62
93756232,33,"female","12_Number","hard",62
93756232,33,"female","12_Number","easy",67
93756232,33,"female","26_Number","hard",74
93756232,33,"female","26_Number","easy",16
93756232,33,"female","22_Number","hard",66
93756232,33,"female","22_Number","easy",4
93756232,33,"female","14_Stability","easy",40
93756232,33,"female","14_Stability","hard",27
93756232,33,"female","31_InitNumber","easy",23
93756232,33,"female","31_InitNumber","hard",26
93756232,33,"female","25_InitSorted","easy",22
93756232,33,"female","25_InitSorted","hard",73
93756232,33,"female","24_Stability","hard",81
93756232,33,"female","24_Stability","easy",7
93756232,33,"female","34_Stability","hard",69
93756232,33,"female","34_Stability","easy",79
93756232,33,"female","15_Number","hard",34
93756232,33,"female","15_Number","easy",23
93756232,33,"female","21_Number","hard",17
93756232,33,"female","21_Number","easy",10
93756232,33,"female","28_Stability","hard",23
93756232,33,"female","28_Stability","easy",19
93756232,33,"female","16_Number","hard",24
93756232,33,"female","16_Number","easy",11
93756232,33,"female","29_Number","easy",8
93756232,33,"female","29_Number","hard",32
93756232,33,"female","13_Sampling","easy",14
93756232,33,"female","13_Sampling","hard",80
93756232,33,"female","9_InitNumber","hard",23
93756232,33,"female","9_InitNumber","easy",20
93756232,33,"female","30_Number","easy",11
93756232,33,"female","30_Number","hard",68
93756232,33,"female","7_Number","hard",22
93756232,33,"female","7_Number","easy",9
93756232,33,"female","19_Pattern","easy",14
93756232,33,"female","19_Pattern","hard",21
93756232,33,"female","27_Sampling","easy",68
93756232,33,"female","27_Sampling","hard",69
93756232,33,"female","11_InitSorted","easy",4
93756232,33,"female","11_InitSorted","hard",55
93756232,33,"female","20_Stability","easy",35
93756232,33,"female","20_Stability","hard",20
93756232,33,"female","35_Distance","hard",36
93756232,33,"female","35_Distance","easy",64
93756232,33,"female","18_Stability","easy",39
93756232,33,"female","18_Stability","hard",44
93756232,33,"female","8_Number","easy",42
93756232,33,"female","8_Number","hard",61
93756232,33,"female","36_Distance","hard",39
93756232,33,"female","36_Distance","easy",36
93756232,33,"female","33_Pattern","hard",19
93756232,33,"female","33_Pattern","easy",40
93756232,33,"female","10_Stability","hard",40
93756232,33,"female","10_Stability","easy",33
21821806,28,"male","7_Number","easy",7
21821806,28,"male","7_Number","hard",19
21821806,28,"male","35_Distance","hard",24
21821806,28,"male","35_Distance","easy",35
21821806,28,"male","27_Sampling","easy",27
21821806,28,"male","27_Sampling","hard",62
21821806,28,"male","28_Stability","hard",32
21821806,28,"male","28_Stability","easy",31
21821806,28,"male","22_Number","hard",20
21821806,28,"male","22_Number","easy",4
21821806,28,"male","24_Stability","easy",55
21821806,28,"male","24_Stability","hard",73
21821806,28,"male","29_Number","hard",19
21821806,28,"male","29_Number","easy",9
21821806,28,"male","20_Stability","easy",68
21821806,28,"male","20_Stability","hard",86
21821806,28,"male","26_Number","easy",33
21821806,28,"male","26_Number","hard",81
21821806,28,"male","36_Distance","hard",72
21821806,28,"male","36_Distance","easy",80
21821806,28,"male","13_Sampling","easy",33
21821806,28,"male","13_Sampling","hard",41
21821806,28,"male","15_Number","hard",40
21821806,28,"male","15_Number","easy",15
21821806,28,"male","8_Number","hard",35
21821806,28,"male","8_Number","easy",22
21821806,28,"male","31_InitNumber","easy",15
21821806,28,"male","31_InitNumber","hard",56
21821806,28,"male","30_Number","easy",11
21821806,28,"male","30_Number","hard",68
21821806,28,"male","11_InitSorted","easy",58
21821806,28,"male","11_InitSorted","hard",54
21821806,28,"male","17_InitNumber","easy",15
21821806,28,"male","17_InitNumber","hard",69
21821806,28,"male","23_InitNumber","easy",22
21821806,28,"male","23_InitNumber","hard",64
21821806,28,"male","33_Pattern","easy",57
21821806,28,"male","33_Pattern","hard",78
21821806,28,"male","9_InitNumber","easy",7
21821806,28,"male","9_InitNumber","hard",58
21821806,28,"male","21_Number","easy",18
21821806,28,"male","21_Number","hard",66
21821806,28,"male","16_Number","easy",27
21821806,28,"male","16_Number","hard",44
21821806,28,"male","14_Stability","easy",59
21821806,28,"male","14_Stability","hard",78
21821806,28,"male","25_InitSorted","hard",69
21821806,28,"male","25_InitSorted","easy",82
21821806,28,"male","34_Stability","hard",92
21821806,28,"male","34_Stability","easy",89
21821806,28,"male","19_Pattern","easy",63
21821806,28,"male","19_Pattern","hard",61
21821806,28,"male","12_Number","hard",58
21821806,28,"male","12_Number","easy",18
21821806,28,"male","18_Stability","hard",73
21821806,28,"male","18_Stability","easy",26
21821806,28,"male","10_Stability","hard",62
21821806,28,"male","10_Stability","easy",57
95661435,38,"male","31_InitNumber","easy",1
95661435,38,"male","31_InitNumber","hard",61
95661435,38,"male","21_Number","easy",19
95661435,38,"male","21_Number","hard",43
95661435,38,"male","12_Number","hard",41
95661435,38,"male","12_Number","easy",17
95661435,38,"male","14_Stability","hard",57
95661435,38,"male","14_Stability","easy",33
95661435,38,"male","24_Stability","easy",7
95661435,38,"male","24_Stability","hard",97
95661435,38,"male","11_InitSorted","hard",44
95661435,38,"male","11_InitSorted","easy",41
95661435,38,"male","17_InitNumber","hard",32
95661435,38,"male","17_InitNumber","easy",41
95661435,38,"male","29_Number","hard",71
95661435,38,"male","29_Number","easy",7
95661435,38,"male","30_Number","hard",32
95661435,38,"male","30_Number","easy",4
95661435,38,"male","20_Stability","hard",94
95661435,38,"male","20_Stability","easy",62
95661435,38,"male","36_Distance","hard",86
95661435,38,"male","36_Distance","easy",85
95661435,38,"male","19_Pattern","hard",64
95661435,38,"male","19_Pattern","easy",60
95661435,38,"male","28_Stability","easy",70
95661435,38,"male","28_Stability","hard",73
95661435,38,"male","34_Stability","easy",71
95661435,38,"male","34_Stability","hard",97
95661435,38,"male","7_Number","hard",73
95661435,38,"male","7_Number","easy",3
95661435,38,"male","8_Number","hard",67
95661435,38,"male","8_Number","easy",40
95661435,38,"male","16_Number","hard",50
95661435,38,"male","16_Number","easy",10
95661435,38,"male","22_Number","easy",11
95661435,38,"male","22_Number","hard",58
95661435,38,"male","35_Distance","easy",97
95661435,38,"male","35_Distance","hard",88
95661435,38,"male","27_Sampling","hard",3
95661435,38,"male","27_Sampling","easy",3
95661435,38,"male","26_Number","easy",9
95661435,38,"male","26_Number","hard",23
95661435,38,"male","9_InitNumber","easy",15
95661435,38,"male","9_InitNumber","hard",38
95661435,38,"male","10_Stability","hard",74
95661435,38,"male","10_Stability","easy",15
95661435,38,"male","13_Sampling","easy",4
95661435,38,"male","13_Sampling","hard",3
95661435,38,"male","33_Pattern","easy",17
95661435,38,"male","33_Pattern","hard",32
95661435,38,"male","15_Number","easy",56
95661435,38,"male","15_Number","hard",63
95661435,38,"male","18_Stability","hard",94
95661435,38,"male","18_Stability","easy",46
95661435,38,"male","23_InitNumber","easy",20
95661435,38,"male","23_InitNumber","hard",28
95661435,38,"male","25_InitSorted","easy",71
95661435,38,"male","25_InitSorted","hard",42
40317148,24,"female","15_Number","hard",64
40317148,24,"female","15_Number","easy",41
40317148,24,"female","13_Sampling","hard",58
40317148,24,"female","13_Sampling","easy",50
40317148,24,"female","27_Sampling","hard",60
40317148,24,"female","27_Sampling","easy",36
40317148,24,"female","17_InitNumber","hard",60
40317148,24,"female","17_InitNumber","easy",55
40317148,24,"female","24_Stability","hard",62
40317148,24,"female","24_Stability","easy",39
40317148,24,"female","16_Number","easy",36
40317148,24,"female","16_Number","hard",62
40317148,24,"female","36_Distance","easy",60
40317148,24,"female","36_Distance","hard",63
40317148,24,"female","18_Stability","easy",28
40317148,24,"female","18_Stability","hard",66
40317148,24,"female","11_InitSorted","easy",67
40317148,24,"female","11_InitSorted","hard",63
40317148,24,"female","29_Number","easy",59
40317148,24,"female","29_Number","hard",62
40317148,24,"female","31_InitNumber","easy",61
40317148,24,"female","31_InitNumber","hard",62
40317148,24,"female","34_Stability","easy",66
40317148,24,"female","34_Stability","hard",64
40317148,24,"female","26_Number","hard",65
40317148,24,"female","26_Number","easy",66
40317148,24,"female","12_Number","easy",68
40317148,24,"female","12_Number","hard",67
40317148,24,"female","33_Pattern","easy",66
40317148,24,"female","33_Pattern","hard",64
40317148,24,"female","22_Number","easy",62
40317148,24,"female","22_Number","hard",62
40317148,24,"female","9_InitNumber","hard",64
40317148,24,"female","9_InitNumber","easy",64
40317148,24,"female","23_InitNumber","easy",66
40317148,24,"female","23_InitNumber","hard",69
40317148,24,"female","10_Stability","easy",68
40317148,24,"female","10_Stability","hard",63
40317148,24,"female","14_Stability","hard",56
40317148,24,"female","14_Stability","easy",60
40317148,24,"female","28_Stability","easy",63
40317148,24,"female","28_Stability","hard",70
40317148,24,"female","20_Stability","easy",64
40317148,24,"female","20_Stability","hard",70
40317148,24,"female","35_Distance","easy",69
40317148,24,"female","35_Distance","hard",69
40317148,24,"female","19_Pattern","easy",62
40317148,24,"female","19_Pattern","hard",64
40317148,24,"female","7_Number","easy",68
40317148,24,"female","7_Number","hard",60
40317148,24,"female","25_InitSorted","hard",63
40317148,24,"female","25_InitSorted","easy",62
40317148,24,"female","21_Number","hard",63
40317148,24,"female","21_Number","easy",64
40317148,24,"female","8_Number","easy",63
40317148,24,"female","8_Number","hard",69
40317148,24,"female","30_Number","hard",63
40317148,24,"female","30_Number","easy",34
97558227,33,"female","36_Distance","hard",49
97558227,33,"female","36_Distance","easy",50
97558227,33,"female","31_InitNumber","hard",22
97558227,33,"female","31_InitNumber","easy",2
97558227,33,"female","26_Number","easy",13
97558227,33,"female","26_Number","hard",25
97558227,33,"female","20_Stability","hard",88
97558227,33,"female","20_Stability","easy",48
97558227,33,"female","11_InitSorted","easy",23
97558227,33,"female","11_InitSorted","hard",22
97558227,33,"female","9_InitNumber","easy",5
97558227,33,"female","9_InitNumber","hard",19
97558227,33,"female","25_InitSorted","hard",25
97558227,33,"female","25_InitSorted","easy",28
97558227,33,"female","29_Number","easy",40
97558227,33,"female","29_Number","hard",35
97558227,33,"female","17_InitNumber","easy",1
97558227,33,"female","17_InitNumber","hard",32
97558227,33,"female","22_Number","easy",10
97558227,33,"female","22_Number","hard",28
97558227,33,"female","14_Stability","hard",30
97558227,33,"female","14_Stability","easy",16
97558227,33,"female","12_Number","hard",31
97558227,33,"female","12_Number","easy",7
97558227,33,"female","15_Number","easy",16
97558227,33,"female","15_Number","hard",43
97558227,33,"female","21_Number","hard",58
97558227,33,"female","21_Number","easy",9
97558227,33,"female","23_InitNumber","easy",8
97558227,33,"female","23_InitNumber","hard",22
97558227,33,"female","34_Stability","hard",88
97558227,33,"female","34_Stability","easy",64
97558227,33,"female","7_Number","hard",45
97558227,33,"female","7_Number","easy",1
97558227,33,"female","19_Pattern","easy",66
97558227,33,"female","19_Pattern","hard",63
97558227,33,"female","16_Number","hard",61
97558227,33,"female","16_Number","easy",32
97558227,33,"female","8_Number","easy",33
97558227,33,"female","8_Number","hard",60
97558227,33,"female","10_Stability","easy",23
97558227,33,"female","10_Stability","hard",84
97558227,33,"female","33_Pattern","hard",56
97558227,33,"female","33_Pattern","easy",50
97558227,33,"female","13_Sampling","easy",55
97558227,33,"female","13_Sampling","hard",50
97558227,33,"female","24_Stability","easy",50
97558227,33,"female","24_Stability","hard",82
97558227,33,"female","28_Stability","hard",64
97558227,33,"female","28_Stability","easy",50
97558227,33,"female","35_Distance","easy",73
97558227,33,"female","35_Distance","hard",70
97558227,33,"female","27_Sampling","easy",18
97558227,33,"female","27_Sampling","hard",10
97558227,33,"female","30_Number","hard",28
97558227,33,"female","30_Number","easy",5
97558227,33,"female","18_Stability","easy",44
97558227,33,"female","18_Stability","hard",89
74516559,22,"male","29_Number","hard",40
74516559,22,"male","29_Number","easy",1
74516559,22,"male","15_Number","hard",35
74516559,22,"male","15_Number","easy",4
74516559,22,"male","12_Number","hard",15
74516559,22,"male","12_Number","easy",3
74516559,22,"male","18_Stability","hard",20
74516559,22,"male","18_Stability","easy",5
74516559,22,"male","25_InitSorted","easy",5
74516559,22,"male","25_InitSorted","hard",8
74516559,22,"male","27_Sampling","easy",2
74516559,22,"male","27_Sampling","hard",5
74516559,22,"male","23_InitNumber","hard",5
74516559,22,"male","23_InitNumber","easy",2
74516559,22,"male","13_Sampling","easy",10
74516559,22,"male","13_Sampling","hard",30
74516559,22,"male","31_InitNumber","hard",10
74516559,22,"male","31_InitNumber","easy",50
74516559,22,"male","35_Distance","easy",15
74516559,22,"male","35_Distance","hard",20
74516559,22,"male","21_Number","easy",3
74516559,22,"male","21_Number","hard",10
74516559,22,"male","22_Number","hard",15
74516559,22,"male","22_Number","easy",4
74516559,22,"male","14_Stability","easy",10
74516559,22,"male","14_Stability","hard",15
74516559,22,"male","7_Number","hard",5
74516559,22,"male","7_Number","easy",1
74516559,22,"male","16_Number","hard",10
74516559,22,"male","16_Number","easy",5
74516559,22,"male","26_Number","easy",2
74516559,22,"male","26_Number","hard",10
74516559,22,"male","20_Stability","hard",20
74516559,22,"male","20_Stability","easy",15
74516559,22,"male","28_Stability","easy",5
74516559,22,"male","28_Stability","hard",10
74516559,22,"male","34_Stability","easy",10
74516559,22,"male","34_Stability","hard",20
74516559,22,"male","24_Stability","easy",3
74516559,22,"male","24_Stability","hard",10
74516559,22,"male","11_InitSorted","easy",5
74516559,22,"male","11_InitSorted","hard",10
74516559,22,"male","10_Stability","hard",15
74516559,22,"male","10_Stability","easy",3
74516559,22,"male","19_Pattern","hard",20
74516559,22,"male","19_Pattern","easy",15
74516559,22,"male","17_InitNumber","hard",25
74516559,22,"male","17_InitNumber","easy",10
74516559,22,"male","9_InitNumber","hard",8
74516559,22,"male","9_InitNumber","easy",5
74516559,22,"male","33_Pattern","hard",55
74516559,22,"male","33_Pattern","easy",15
74516559,22,"male","30_Number","hard",10
74516559,22,"male","30_Number","easy",3
74516559,22,"male","36_Distance","easy",15
74516559,22,"male","36_Distance","hard",20
74516559,22,"male","8_Number","easy",10
74516559,22,"male","8_Number","hard",30
24741052,27,"male","15_Number","hard",76
24741052,27,"male","15_Number","easy",64
24741052,27,"male","8_Number","hard",93
24741052,27,"male","8_Number","easy",10
24741052,27,"male","7_Number","easy",1
24741052,27,"male","7_Number","hard",99
24741052,27,"male","11_InitSorted","hard",72
24741052,27,"male","11_InitSorted","easy",31
24741052,27,"male","18_Stability","easy",60
24741052,27,"male","18_Stability","hard",26
24741052,27,"male","34_Stability","hard",96
24741052,27,"male","34_Stability","easy",76
24741052,27,"male","26_Number","easy",44
24741052,27,"male","26_Number","hard",69
24741052,27,"male","9_InitNumber","easy",36
24741052,27,"male","9_InitNumber","hard",67
24741052,27,"male","30_Number","easy",40
24741052,27,"male","30_Number","hard",66
24741052,27,"male","36_Distance","easy",71
24741052,27,"male","36_Distance","hard",36
24741052,27,"male","25_InitSorted","easy",39
24741052,27,"male","25_InitSorted","hard",70
24741052,27,"male","31_InitNumber","hard",74
24741052,27,"male","31_InitNumber","easy",32
24741052,27,"male","19_Pattern","hard",77
24741052,27,"male","19_Pattern","easy",36
24741052,27,"male","35_Distance","hard",70
24741052,27,"male","35_Distance","easy",26
24741052,27,"male","10_Stability","hard",65
24741052,27,"male","10_Stability","easy",73
24741052,27,"male","27_Sampling","hard",62
24741052,27,"male","27_Sampling","easy",75
24741052,27,"male","24_Stability","easy",26
24741052,27,"male","24_Stability","hard",62
24741052,27,"male","14_Stability","easy",67
24741052,27,"male","14_Stability","hard",92
24741052,27,"male","28_Stability","easy",68
24741052,27,"male","28_Stability","hard",50
24741052,27,"male","21_Number","hard",32
24741052,27,"male","21_Number","easy",56
24741052,27,"male","12_Number","hard",77
24741052,27,"male","12_Number","easy",34
24741052,27,"male","17_InitNumber","easy",26
24741052,27,"male","17_InitNumber","hard",20
24741052,27,"male","22_Number","easy",40
24741052,27,"male","22_Number","hard",69
24741052,27,"male","20_Stability","hard",37
24741052,27,"male","20_Stability","easy",50
24741052,27,"male","33_Pattern","easy",56
24741052,27,"male","33_Pattern","hard",37
24741052,27,"male","16_Number","easy",50
24741052,27,"male","16_Number","hard",50
24741052,27,"male","29_Number","hard",50
24741052,27,"male","29_Number","easy",50
24741052,27,"male","13_Sampling","easy",72
24741052,27,"male","13_Sampling","hard",28
24741052,27,"male","23_InitNumber","hard",25
24741052,27,"male","23_InitNumber","easy",74
83738410,36,"female","7_Number","hard",5
83738410,36,"female","7_Number","easy",5
83738410,36,"female","15_Number","hard",12
83738410,36,"female","15_Number","easy",3
83738410,36,"female","11_InitSorted","hard",11
83738410,36,"female","11_InitSorted","easy",4
83738410,36,"female","10_Stability","easy",61
83738410,36,"female","10_Stability","hard",36
83738410,36,"female","24_Stability","easy",66
83738410,36,"female","24_Stability","hard",82
83738410,36,"female","12_Number","easy",36
83738410,36,"female","12_Number","hard",53
83738410,36,"female","19_Pattern","easy",56
83738410,36,"female","19_Pattern","hard",47
83738410,36,"female","22_Number","hard",69
83738410,36,"female","22_Number","easy",2
83738410,36,"female","23_InitNumber","hard",3
83738410,36,"female","23_InitNumber","easy",3
83738410,36,"female","36_Distance","hard",65
83738410,36,"female","36_Distance","easy",56
83738410,36,"female","31_InitNumber","easy",12
83738410,36,"female","31_InitNumber","hard",12
83738410,36,"female","29_Number","hard",29
83738410,36,"female","29_Number","easy",9
83738410,36,"female","34_Stability","hard",88
83738410,36,"female","34_Stability","easy",59
83738410,36,"female","9_InitNumber","easy",7
83738410,36,"female","9_InitNumber","hard",6
83738410,36,"female","20_Stability","hard",83
83738410,36,"female","20_Stability","easy",57
83738410,36,"female","18_Stability","hard",64
83738410,36,"female","18_Stability","easy",47
83738410,36,"female","14_Stability","hard",60
83738410,36,"female","14_Stability","easy",7
83738410,36,"female","16_Number","easy",5
83738410,36,"female","16_Number","hard",17
83738410,36,"female","8_Number","hard",43
83738410,36,"female","8_Number","easy",29
83738410,36,"female","28_Stability","easy",8
83738410,36,"female","28_Stability","hard",35
83738410,36,"female","30_Number","hard",30
83738410,36,"female","30_Number","easy",13
83738410,36,"female","27_Sampling","easy",1
83738410,36,"female","27_Sampling","hard",2
83738410,36,"female","13_Sampling","hard",9
83738410,36,"female","13_Sampling","easy",5
83738410,36,"female","21_Number","hard",23
83738410,36,"female","21_Number","easy",3
83738410,36,"female","25_InitSorted","hard",2
83738410,36,"female","25_InitSorted","easy",3
83738410,36,"female","26_Number","hard",6
83738410,36,"female","26_Number","easy",16
83738410,36,"female","17_InitNumber","easy",65
83738410,36,"female","17_InitNumber","hard",29
83738410,36,"female","33_Pattern","hard",13
83738410,36,"female","33_Pattern","easy",22
83738410,36,"female","35_Distance","hard",63
83738410,36,"female","35_Distance","easy",64
42001685,35,"male","10_Stability","easy",3
42001685,35,"male","10_Stability","hard",97
42001685,35,"male","18_Stability","easy",59
42001685,35,"male","18_Stability","hard",100
42001685,35,"male","11_InitSorted","hard",57
42001685,35,"male","11_InitSorted","easy",31
42001685,35,"male","21_Number","hard",24
42001685,35,"male","21_Number","easy",1
42001685,35,"male","30_Number","easy",1
42001685,35,"male","30_Number","hard",11
42001685,35,"male","23_InitNumber","easy",1
42001685,35,"male","23_InitNumber","hard",6
42001685,35,"male","16_Number","easy",1
42001685,35,"male","16_Number","hard",62
42001685,35,"male","26_Number","easy",2
42001685,35,"male","26_Number","hard",55
42001685,35,"male","25_InitSorted","hard",55
42001685,35,"male","25_InitSorted","easy",42
42001685,35,"male","9_InitNumber","hard",10
42001685,35,"male","9_InitNumber","easy",2
42001685,35,"male","36_Distance","easy",56
42001685,35,"male","36_Distance","hard",71
42001685,35,"male","17_InitNumber","hard",96
42001685,35,"male","17_InitNumber","easy",56
42001685,35,"male","33_Pattern","easy",60
42001685,35,"male","33_Pattern","hard",95
42001685,35,"male","15_Number","hard",21
42001685,35,"male","15_Number","easy",3
42001685,35,"male","31_InitNumber","easy",34
42001685,35,"male","31_InitNumber","hard",61
42001685,35,"male","35_Distance","easy",65
42001685,35,"male","35_Distance","hard",63
42001685,35,"male","34_Stability","hard",90
42001685,35,"male","34_Stability","easy",85
42001685,35,"male","13_Sampling","easy",7
42001685,35,"male","13_Sampling","hard",66
42001685,35,"male","14_Stability","hard",99
42001685,35,"male","14_Stability","easy",6
42001685,35,"male","22_Number","easy",3
42001685,35,"male","22_Number","hard",97
42001685,35,"male","24_Stability","hard",90
42001685,35,"male","24_Stability","easy",1
42001685,35,"male","7_Number","easy",1
42001685,35,"male","7_Number","hard",23
42001685,35,"male","19_Pattern","easy",93
42001685,35,"male","19_Pattern","hard",100
42001685,35,"male","29_Number","hard",58
42001685,35,"male","29_Number","easy",1
42001685,35,"male","12_Number","easy",96
42001685,35,"male","12_Number","hard",94
42001685,35,"male","8_Number","easy",32
42001685,35,"male","8_Number","hard",94
42001685,35,"male","28_Stability","easy",36
42001685,35,"male","28_Stability","hard",83
42001685,35,"male","20_Stability","hard",98
42001685,35,"male","20_Stability","easy",81
42001685,35,"male","27_Sampling","hard",28
42001685,35,"male","27_Sampling","easy",1
70422837,34,"male","7_Number","hard",71
70422837,34,"male","7_Number","easy",3
70422837,34,"male","34_Stability","hard",86
70422837,34,"male","34_Stability","easy",69
70422837,34,"male","22_Number","hard",80
70422837,34,"male","22_Number","easy",15
70422837,34,"male","16_Number","hard",58
70422837,34,"male","16_Number","easy",17
70422837,34,"male","17_InitNumber","easy",38
70422837,34,"male","17_InitNumber","hard",69
70422837,34,"male","30_Number","hard",15
70422837,34,"male","30_Number","easy",1
70422837,34,"male","20_Stability","easy",68
70422837,34,"male","20_Stability","hard",94
70422837,34,"male","29_Number","hard",22
70422837,34,"male","29_Number","easy",7
70422837,34,"male","11_InitSorted","hard",30
70422837,34,"male","11_InitSorted","easy",13
70422837,34,"male","19_Pattern","easy",72
70422837,34,"male","19_Pattern","hard",74
70422837,34,"male","8_Number","hard",31
70422837,34,"male","8_Number","easy",36
70422837,34,"male","10_Stability","easy",45
70422837,34,"male","10_Stability","hard",70
70422837,34,"male","15_Number","easy",18
70422837,34,"male","15_Number","hard",35
70422837,34,"male","18_Stability","hard",81
70422837,34,"male","18_Stability","easy",13
70422837,34,"male","31_InitNumber","easy",19
70422837,34,"male","31_InitNumber","hard",31
70422837,34,"male","26_Number","hard",33
70422837,34,"male","26_Number","easy",37
70422837,34,"male","9_InitNumber","easy",2
70422837,34,"male","9_InitNumber","hard",14
70422837,34,"male","33_Pattern","easy",58
70422837,34,"male","33_Pattern","hard",63
70422837,34,"male","23_InitNumber","hard",19
70422837,34,"male","23_InitNumber","easy",3
70422837,34,"male","21_Number","hard",27
70422837,34,"male","21_Number","easy",4
70422837,34,"male","27_Sampling","easy",2
70422837,34,"male","27_Sampling","hard",7
70422837,34,"male","24_Stability","hard",91
70422837,34,"male","24_Stability","easy",8
70422837,34,"male","35_Distance","hard",57
70422837,34,"male","35_Distance","easy",59
70422837,34,"male","13_Sampling","hard",50
70422837,34,"male","13_Sampling","easy",12
70422837,34,"male","25_InitSorted","hard",17
70422837,34,"male","25_InitSorted","easy",24
70422837,34,"male","28_Stability","hard",45
70422837,34,"male","28_Stability","easy",21
