"id","age","gender","trial","easy_hard","rating"
16517734,29,"male","37_Practice","hard",65
16517734,29,"male","37_Practice","easy",2
16517734,29,"male","27_Sampling","easy",5
16517734,29,"male","27_Sampling","hard",9
16517734,29,"male","33_Pattern","easy",15
16517734,29,"male","33_Pattern","hard",20
16517734,29,"male","17_InitNumber","hard",13
16517734,29,"male","17_InitNumber","easy",2
16517734,29,"male","24_Stability","easy",10
16517734,29,"male","24_Stability","hard",36
16517734,29,"male","34_Stability","hard",28
16517734,29,"male","34_Stability","easy",21
16517734,29,"male","30_Number","hard",15
16517734,29,"male","30_Number","easy",2
16517734,29,"male","22_Number","easy",6
16517734,29,"male","22_Number","hard",36
16517734,29,"male","25_InitSorted","hard",20
16517734,29,"male","25_InitSorted","easy",20
16517734,29,"male","10_Stability","hard",15
16517734,29,"male","10_Stability","easy",15
16517734,29,"male","12_Number","easy",30
16517734,29,"male","12_Number","hard",31
16517734,29,"male","31_InitNumber","hard",15
16517734,29,"male","31_InitNumber","easy",3
16517734,29,"male","18_Stability","hard",37
16517734,29,"male","18_Stability","easy",20
16517734,29,"male","23_InitNumber","easy",3
16517734,29,"male","23_InitNumber","hard",12
16517734,29,"male","28_Stability","easy",30
16517734,29,"male","28_Stability","hard",32
16517734,29,"male","21_Number","hard",13
16517734,29,"male","21_Number","easy",5
16517734,29,"male","7_Number","hard",11
16517734,29,"male","7_Number","easy",2
16517734,29,"male","16_Number","hard",20
16517734,29,"male","16_Number","easy",8
16517734,29,"male","31_InitNumber","hard",15
16517734,29,"male","31_InitNumber","easy",3
16517734,29,"male","14_Stability","easy",14
16517734,29,"male","14_Stability","hard",26
16517734,29,"male","9_InitNumber","easy",3
16517734,29,"male","9_InitNumber","hard",14
16517734,29,"male","15_Number","easy",8
16517734,29,"male","15_Number","hard",16
16517734,29,"male","8_Number","hard",40
16517734,29,"male","8_Number","easy",14
16517734,29,"male","11_InitSorted","hard",22
16517734,29,"male","11_InitSorted","easy",25
16517734,29,"male","20_Stability","easy",24
16517734,29,"male","20_Stability","hard",48
16517734,29,"male","19_Pattern","hard",40
16517734,29,"male","19_Pattern","easy",22
16517734,29,"male","26_Number","hard",15
16517734,29,"male","26_Number","easy",14
16517734,29,"male","29_Number","hard",25
16517734,29,"male","29_Number","easy",5
16517734,29,"male","13_Sampling","easy",24
16517734,29,"male","13_Sampling","hard",24
29499409,25,"male","37_Practice","hard",41
29499409,25,"male","37_Practice","easy",1
29499409,25,"male","28_Stability","hard",13
29499409,25,"male","28_Stability","easy",10
29499409,25,"male","22_Number","easy",3
29499409,25,"male","22_Number","hard",14
29499409,25,"male","7_Number","easy",1
29499409,25,"male","7_Number","hard",9
29499409,25,"male","23_InitNumber","easy",1
29499409,25,"male","23_InitNumber","hard",8
29499409,25,"male","14_Stability","easy",6
29499409,25,"male","14_Stability","hard",11
29499409,25,"male","21_Number","hard",10
29499409,25,"male","21_Number","easy",3
29499409,25,"male","31_InitNumber","easy",2
29499409,25,"male","31_InitNumber","hard",7
29499409,25,"male","19_Pattern","easy",15
29499409,25,"male","19_Pattern","hard",9
29499409,25,"male","10_Stability","hard",14
29499409,25,"male","10_Stability","easy",23
29499409,25,"male","8_Number","hard",12
29499409,25,"male","8_Number","easy",5
29499409,25,"male","33_Pattern","hard",12
29499409,25,"male","33_Pattern","easy",14
29499409,25,"male","29_Number","hard",21
29499409,25,"male","29_Number","easy",1
29499409,25,"male","11_InitSorted","easy",12
29499409,25,"male","11_InitSorted","hard",18
29499409,25,"male","15_Number","easy",3
29499409,25,"male","15_Number","hard",11
29499409,25,"male","12_Number","hard",18
29499409,25,"male","12_Number","easy",3
29499409,25,"male","13_Sampling","hard",17
29499409,25,"male","13_Sampling","easy",11
29499409,25,"male","31_InitNumber","easy",2
29499409,25,"male","31_InitNumber","hard",7
29499409,25,"male","30_Number","hard",8
29499409,25,"male","30_Number","easy",1
29499409,25,"male","16_Number","easy",2
29499409,25,"male","16_Number","hard",10
29499409,25,"male","20_Stability","easy",15
29499409,25,"male","20_Stability","hard",36
29499409,25,"male","24_Stability","easy",14
29499409,25,"male","24_Stability","hard",24
29499409,25,"male","34_Stability","hard",27
29499409,25,"male","34_Stability","easy",20
29499409,25,"male","17_InitNumber","hard",17
29499409,25,"male","17_InitNumber","easy",3
29499409,25,"male","9_InitNumber","hard",4
29499409,25,"male","9_InitNumber","easy",2
29499409,25,"male","27_Sampling","easy",6
29499409,25,"male","27_Sampling","hard",4
29499409,25,"male","18_Stability","easy",12
29499409,25,"male","18_Stability","hard",55
29499409,25,"male","26_Number","hard",19
29499409,25,"male","26_Number","easy",5
29499409,25,"male","25_InitSorted","easy",11
29499409,25,"male","25_InitSorted","hard",11
15921548,25,"male","37_Practice","hard",24
15921548,25,"male","37_Practice","easy",28
15921548,25,"male","14_Stability","hard",50
15921548,25,"male","14_Stability","easy",45
15921548,25,"male","27_Sampling","hard",25
15921548,25,"male","27_Sampling","easy",45
15921548,25,"male","18_Stability","hard",65
15921548,25,"male","18_Stability","easy",75
15921548,25,"male","13_Sampling","hard",45
15921548,25,"male","13_Sampling","easy",25
15921548,25,"male","23_InitNumber","hard",45
15921548,25,"male","23_InitNumber","easy",25
15921548,25,"male","28_Stability","easy",45
15921548,25,"male","28_Stability","hard",45
15921548,25,"male","21_Number","hard",45
15921548,25,"male","21_Number","easy",65
15921548,25,"male","11_InitSorted","easy",45
15921548,25,"male","11_InitSorted","hard",45
15921548,25,"male","31_InitNumber","hard",65
15921548,25,"male","31_InitNumber","easy",75
15921548,25,"male","31_InitNumber","hard",65
15921548,25,"male","31_InitNumber","easy",40
15921548,25,"male","15_Number","hard",41
15921548,25,"male","15_Number","easy",54
15921548,25,"male","26_Number","easy",65
15921548,25,"male","26_Number","hard",75
15921548,25,"male","33_Pattern","hard",25
15921548,25,"male","33_Pattern","easy",45
15921548,25,"male","19_Pattern","easy",15
15921548,25,"male","19_Pattern","hard",25
15921548,25,"male","24_Stability","hard",15
15921548,25,"male","24_Stability","easy",23
15921548,25,"male","7_Number","hard",54
15921548,25,"male","7_Number","easy",54
15921548,25,"male","29_Number","easy",54
15921548,25,"male","29_Number","hard",25
15921548,25,"male","34_Stability","hard",45
15921548,25,"male","34_Stability","easy",65
15921548,25,"male","12_Number","easy",75
15921548,25,"male","12_Number","hard",54
15921548,25,"male","25_InitSorted","easy",65
15921548,25,"male","25_InitSorted","hard",45
15921548,25,"male","9_InitNumber","easy",25
15921548,25,"male","9_InitNumber","hard",45
15921548,25,"male","8_Number","hard",25
15921548,25,"male","8_Number","easy",45
15921548,25,"male","30_Number","easy",45
15921548,25,"male","30_Number","hard",65
15921548,25,"male","17_InitNumber","easy",25
15921548,25,"male","17_InitNumber","hard",65
15921548,25,"male","20_Stability","easy",25
15921548,25,"male","20_Stability","hard",15
15921548,25,"male","10_Stability","hard",25
15921548,25,"male","10_Stability","easy",15
15921548,25,"male","16_Number","hard",25
15921548,25,"male","16_Number","easy",35
15921548,25,"male","22_Number","easy",20
15921548,25,"male","22_Number","hard",53
88959669,24,"male","37_Practice","easy",3
88959669,24,"male","37_Practice","hard",90
88959669,24,"male","13_Sampling","easy",20
88959669,24,"male","13_Sampling","hard",30
88959669,24,"male","9_InitNumber","easy",3
88959669,24,"male","9_InitNumber","hard",12
88959669,24,"male","33_Pattern","hard",35
88959669,24,"male","33_Pattern","easy",30
88959669,24,"male","26_Number","hard",35
88959669,24,"male","26_Number","easy",4
88959669,24,"male","22_Number","easy",4
88959669,24,"male","22_Number","hard",57
88959669,24,"male","24_Stability","easy",4
88959669,24,"male","24_Stability","hard",80
88959669,24,"male","16_Number","hard",30
88959669,24,"male","16_Number","easy",5
88959669,24,"male","8_Number","easy",5
88959669,24,"male","8_Number","hard",30
88959669,24,"male","29_Number","easy",2
88959669,24,"male","29_Number","hard",20
88959669,24,"male","12_Number","hard",15
88959669,24,"male","12_Number","easy",10
88959669,24,"male","21_Number","easy",3
88959669,24,"male","21_Number","hard",25
88959669,24,"male","17_InitNumber","easy",3
88959669,24,"male","17_InitNumber","hard",18
88959669,24,"male","18_Stability","hard",45
88959669,24,"male","18_Stability","easy",80
88959669,24,"male","31_InitNumber","easy",3
88959669,24,"male","31_InitNumber","hard",15
88959669,24,"male","25_InitSorted","hard",45
88959669,24,"male","25_InitSorted","easy",40
88959669,24,"male","28_Stability","hard",30
88959669,24,"male","28_Stability","easy",30
88959669,24,"male","19_Pattern","easy",38
88959669,24,"male","19_Pattern","hard",35
88959669,24,"male","23_InitNumber","easy",8
88959669,24,"male","23_InitNumber","hard",15
88959669,24,"male","27_Sampling","easy",5
88959669,24,"male","27_Sampling","hard",6
88959669,24,"male","31_InitNumber","easy",5
88959669,24,"male","31_InitNumber","hard",15
88959669,24,"male","30_Number","easy",5
88959669,24,"male","30_Number","hard",40
88959669,24,"male","10_Stability","easy",5
88959669,24,"male","10_Stability","hard",40
88959669,24,"male","34_Stability","easy",66
88959669,24,"male","34_Stability","hard",90
88959669,24,"male","7_Number","hard",25
88959669,24,"male","7_Number","easy",4
88959669,24,"male","20_Stability","hard",70
88959669,24,"male","20_Stability","easy",37
88959669,24,"male","11_InitSorted","hard",12
88959669,24,"male","11_InitSorted","easy",10
88959669,24,"male","15_Number","easy",5
88959669,24,"male","15_Number","hard",20
88959669,24,"male","14_Stability","hard",35
88959669,24,"male","14_Stability","easy",15
65732511,32,"female","37_Practice","hard",83
65732511,32,"female","37_Practice","easy",1
65732511,32,"female","23_InitNumber","hard",2
65732511,32,"female","23_InitNumber","easy",3
65732511,32,"female","25_InitSorted","easy",29
65732511,32,"female","25_InitSorted","hard",48
65732511,32,"female","18_Stability","hard",80
65732511,32,"female","18_Stability","easy",14
65732511,32,"female","15_Number","hard",23
65732511,32,"female","15_Number","easy",4
65732511,32,"female","27_Sampling","hard",3
65732511,32,"female","27_Sampling","easy",2
65732511,32,"female","33_Pattern","hard",10
65732511,32,"female","33_Pattern","easy",13
65732511,32,"female","20_Stability","hard",52
65732511,32,"female","20_Stability","easy",21
65732511,32,"female","31_InitNumber","easy",1
65732511,32,"female","31_InitNumber","hard",4
65732511,32,"female","29_Number","hard",22
65732511,32,"female","29_Number","easy",2
65732511,32,"female","16_Number","easy",4
65732511,32,"female","16_Number","hard",46
65732511,32,"female","12_Number","hard",12
65732511,32,"female","12_Number","easy",10
65732511,32,"female","8_Number","hard",46
65732511,32,"female","8_Number","easy",10
65732511,32,"female","30_Number","easy",2
65732511,32,"female","30_Number","hard",4
65732511,32,"female","9_InitNumber","easy",2
65732511,32,"female","9_InitNumber","hard",2
65732511,32,"female","7_Number","easy",1
65732511,32,"female","7_Number","hard",13
65732511,32,"female","17_InitNumber","hard",2
65732511,32,"female","17_InitNumber","easy",5
65732511,32,"female","14_Stability","easy",2
65732511,32,"female","14_Stability","hard",3
65732511,32,"female","26_Number","easy",49
65732511,32,"female","26_Number","hard",18
65732511,32,"female","34_Stability","easy",43
65732511,32,"female","34_Stability","hard",50
65732511,32,"female","22_Number","easy",3
65732511,32,"female","22_Number","hard",9
65732511,32,"female","24_Stability","easy",12
65732511,32,"female","24_Stability","hard",33
65732511,32,"female","10_Stability","easy",50
65732511,32,"female","10_Stability","hard",40
65732511,32,"female","31_InitNumber","easy",2
65732511,32,"female","31_InitNumber","hard",15
65732511,32,"female","19_Pattern","hard",5
65732511,32,"female","19_Pattern","easy",3
65732511,32,"female","13_Sampling","easy",9
65732511,32,"female","13_Sampling","hard",13
65732511,32,"female","21_Number","hard",25
65732511,32,"female","21_Number","easy",3
65732511,32,"female","28_Stability","easy",14
65732511,32,"female","28_Stability","hard",35
65732511,32,"female","11_InitSorted","hard",10
65732511,32,"female","11_InitSorted","easy",15
57159029,68,"male","37_Practice","hard",86
57159029,68,"male","37_Practice","easy",9
57159029,68,"male","16_Number","hard",60
57159029,68,"male","16_Number","easy",19
57159029,68,"male","31_InitNumber","hard",55
57159029,68,"male","31_InitNumber","easy",10
57159029,68,"male","24_Stability","easy",11
57159029,68,"male","24_Stability","hard",54
57159029,68,"male","13_Sampling","easy",34
57159029,68,"male","13_Sampling","hard",40
57159029,68,"male","7_Number","hard",33
57159029,68,"male","7_Number","easy",15
57159029,68,"male","20_Stability","easy",70
57159029,68,"male","20_Stability","hard",95
57159029,68,"male","27_Sampling","easy",12
57159029,68,"male","27_Sampling","hard",12
57159029,68,"male","23_InitNumber","easy",10
57159029,68,"male","23_InitNumber","hard",21
57159029,68,"male","14_Stability","hard",60
57159029,68,"male","14_Stability","easy",25
57159029,68,"male","15_Number","easy",11
57159029,68,"male","15_Number","hard",26
57159029,68,"male","17_InitNumber","hard",69
57159029,68,"male","17_InitNumber","easy",10
57159029,68,"male","33_Pattern","easy",40
57159029,68,"male","33_Pattern","hard",59
57159029,68,"male","29_Number","easy",9
57159029,68,"male","29_Number","hard",20
57159029,68,"male","30_Number","easy",10
57159029,68,"male","30_Number","hard",25
57159029,68,"male","10_Stability","hard",45
57159029,68,"male","10_Stability","easy",6
57159029,68,"male","22_Number","easy",9
57159029,68,"male","22_Number","hard",72
57159029,68,"male","12_Number","hard",53
57159029,68,"male","12_Number","easy",35
57159029,68,"male","25_InitSorted","easy",25
57159029,68,"male","25_InitSorted","hard",35
57159029,68,"male","34_Stability","hard",83
57159029,68,"male","34_Stability","easy",69
57159029,68,"male","19_Pattern","easy",59
57159029,68,"male","19_Pattern","hard",63
57159029,68,"male","28_Stability","easy",26
57159029,68,"male","28_Stability","hard",48
57159029,68,"male","9_InitNumber","hard",27
57159029,68,"male","9_InitNumber","easy",6
57159029,68,"male","11_InitSorted","easy",28
57159029,68,"male","11_InitSorted","hard",28
57159029,68,"male","31_InitNumber","hard",55
57159029,68,"male","31_InitNumber","easy",10
57159029,68,"male","26_Number","easy",43
57159029,68,"male","26_Number","hard",49
57159029,68,"male","8_Number","easy",38
57159029,68,"male","8_Number","hard",77
57159029,68,"male","18_Stability","easy",28
57159029,68,"male","18_Stability","hard",97
57159029,68,"male","21_Number","hard",37
57159029,68,"male","21_Number","easy",8
13892508,26,"female","37_Practice","hard",91
13892508,26,"female","37_Practice","easy",4
13892508,26,"female","29_Number","hard",20
13892508,26,"female","29_Number","easy",4
13892508,26,"female","17_InitNumber","hard",24
13892508,26,"female","17_InitNumber","easy",4
13892508,26,"female","18_Stability","hard",33
13892508,26,"female","18_Stability","easy",24
13892508,26,"female","31_InitNumber","easy",6
13892508,26,"female","31_InitNumber","hard",19
13892508,26,"female","26_Number","hard",37
13892508,26,"female","26_Number","easy",16
13892508,26,"female","34_Stability","easy",34
13892508,26,"female","34_Stability","hard",45
13892508,26,"female","15_Number","hard",28
13892508,26,"female","15_Number","easy",9
13892508,26,"female","19_Pattern","hard",30
13892508,26,"female","19_Pattern","easy",33
13892508,26,"female","22_Number","hard",36
13892508,26,"female","22_Number","easy",7
13892508,26,"female","33_Pattern","hard",46
13892508,26,"female","33_Pattern","easy",28
13892508,26,"female","8_Number","hard",38
13892508,26,"female","8_Number","easy",13
13892508,26,"female","10_Stability","hard",37
13892508,26,"female","10_Stability","easy",9
13892508,26,"female","20_Stability","easy",45
13892508,26,"female","20_Stability","hard",64
13892508,26,"female","28_Stability","easy",21
13892508,26,"female","28_Stability","hard",33
13892508,26,"female","30_Number","hard",15
13892508,26,"female","30_Number","easy",6
13892508,26,"female","23_InitNumber","easy",7
13892508,26,"female","23_InitNumber","hard",14
13892508,26,"female","13_Sampling","hard",30
13892508,26,"female","13_Sampling","easy",29
13892508,26,"female","24_Stability","hard",54
13892508,26,"female","24_Stability","easy",16
13892508,26,"female","12_Number","hard",21
13892508,26,"female","12_Number","easy",27
13892508,26,"female","27_Sampling","easy",14
13892508,26,"female","27_Sampling","hard",9
13892508,26,"female","21_Number","easy",10
13892508,26,"female","21_Number","hard",27
13892508,26,"female","7_Number","easy",8
13892508,26,"female","7_Number","hard",23
13892508,26,"female","9_InitNumber","easy",7
13892508,26,"female","9_InitNumber","hard",12
13892508,26,"female","11_InitSorted","hard",36
13892508,26,"female","11_InitSorted","easy",25
13892508,26,"female","31_InitNumber","easy",6
13892508,26,"female","31_InitNumber","hard",19
13892508,26,"female","16_Number","easy",19
13892508,26,"female","16_Number","hard",31
13892508,26,"female","25_InitSorted","hard",31
13892508,26,"female","25_InitSorted","easy",29
13892508,26,"female","14_Stability","easy",24
13892508,26,"female","14_Stability","hard",44
65637611,29,"male","37_Practice","hard",40
65637611,29,"male","37_Practice","easy",1
65637611,29,"male","29_Number","easy",2
65637611,29,"male","29_Number","hard",15
65637611,29,"male","14_Stability","hard",30
65637611,29,"male","14_Stability","easy",10
65637611,29,"male","8_Number","hard",18
65637611,29,"male","8_Number","easy",8
65637611,29,"male","23_InitNumber","hard",12
65637611,29,"male","23_InitNumber","easy",1
65637611,29,"male","28_Stability","easy",15
65637611,29,"male","28_Stability","hard",25
65637611,29,"male","22_Number","hard",30
65637611,29,"male","22_Number","easy",2
65637611,29,"male","26_Number","easy",3
65637611,29,"male","26_Number","hard",30
65637611,29,"male","20_Stability","hard",60
65637611,29,"male","20_Stability","easy",100
65637611,29,"male","18_Stability","easy",10
65637611,29,"male","18_Stability","hard",100
65637611,29,"male","33_Pattern","hard",30
65637611,29,"male","33_Pattern","easy",25
65637611,29,"male","17_InitNumber","hard",40
65637611,29,"male","17_InitNumber","easy",10
65637611,29,"male","13_Sampling","easy",25
65637611,29,"male","13_Sampling","hard",40
65637611,29,"male","24_Stability","easy",2
65637611,29,"male","24_Stability","hard",100
65637611,29,"male","31_InitNumber","hard",30
65637611,29,"male","31_InitNumber","easy",3
65637611,29,"male","9_InitNumber","hard",10
65637611,29,"male","9_InitNumber","easy",2
65637611,29,"male","34_Stability","easy",40
65637611,29,"male","34_Stability","hard",60
65637611,29,"male","15_Number","hard",20
65637611,29,"male","15_Number","easy",5
65637611,29,"male","11_InitSorted","hard",25
65637611,29,"male","11_InitSorted","easy",15
65637611,29,"male","16_Number","easy",10
65637611,29,"male","16_Number","hard",60
65637611,29,"male","10_Stability","hard",50
65637611,29,"male","10_Stability","easy",10
65637611,29,"male","21_Number","easy",3
65637611,29,"male","21_Number","hard",15
65637611,29,"male","12_Number","hard",100
65637611,29,"male","12_Number","easy",100
65637611,29,"male","19_Pattern","easy",100
65637611,29,"male","19_Pattern","hard",60
65637611,29,"male","25_InitSorted","hard",25
65637611,29,"male","25_InitSorted","easy",25
65637611,29,"male","27_Sampling","hard",20
65637611,29,"male","27_Sampling","easy",5
65637611,29,"male","7_Number","easy",2
65637611,29,"male","7_Number","hard",25
65637611,29,"male","31_InitNumber","hard",25
65637611,29,"male","31_InitNumber","easy",3
65637611,29,"male","30_Number","hard",15
65637611,29,"male","30_Number","easy",4
73486328,44,"female","37_Practice","easy",1
73486328,44,"female","37_Practice","hard",55
73486328,44,"female","24_Stability","easy",8
73486328,44,"female","24_Stability","hard",26
73486328,44,"female","31_InitNumber","hard",9
73486328,44,"female","31_InitNumber","easy",4
73486328,44,"female","17_InitNumber","easy",5
73486328,44,"female","17_InitNumber","hard",13
73486328,44,"female","15_Number","easy",4
73486328,44,"female","15_Number","hard",13
73486328,44,"female","18_Stability","easy",6
73486328,44,"female","18_Stability","hard",28
73486328,44,"female","16_Number","hard",21
73486328,44,"female","16_Number","easy",4
73486328,44,"female","26_Number","hard",20
73486328,44,"female","26_Number","easy",28
73486328,44,"female","31_InitNumber","hard",20
73486328,44,"female","31_InitNumber","easy",4
73486328,44,"female","25_InitSorted","hard",15
73486328,44,"female","25_InitSorted","easy",15
73486328,44,"female","7_Number","easy",1
73486328,44,"female","7_Number","hard",7
73486328,44,"female","29_Number","hard",24
73486328,44,"female","29_Number","easy",4
73486328,44,"female","22_Number","hard",34
73486328,44,"female","22_Number","easy",3
73486328,44,"female","27_Sampling","hard",9
73486328,44,"female","27_Sampling","easy",2
73486328,44,"female","11_InitSorted","hard",15
73486328,44,"female","11_InitSorted","easy",8
73486328,44,"female","34_Stability","hard",31
73486328,44,"female","34_Stability","easy",21
73486328,44,"female","21_Number","hard",18
73486328,44,"female","21_Number","easy",5
73486328,44,"female","12_Number","easy",38
73486328,44,"female","12_Number","hard",22
73486328,44,"female","9_InitNumber","hard",7
73486328,44,"female","9_InitNumber","easy",2
73486328,44,"female","20_Stability","hard",43
73486328,44,"female","20_Stability","easy",32
73486328,44,"female","23_InitNumber","hard",4
73486328,44,"female","23_InitNumber","easy",3
73486328,44,"female","33_Pattern","hard",17
73486328,44,"female","33_Pattern","easy",22
73486328,44,"female","28_Stability","easy",19
73486328,44,"female","28_Stability","hard",28
73486328,44,"female","14_Stability","hard",30
73486328,44,"female","14_Stability","easy",16
73486328,44,"female","8_Number","hard",30
73486328,44,"female","8_Number","easy",16
73486328,44,"female","19_Pattern","hard",26
73486328,44,"female","19_Pattern","easy",29
73486328,44,"female","30_Number","easy",2
73486328,44,"female","30_Number","hard",12
73486328,44,"female","10_Stability","hard",36
73486328,44,"female","10_Stability","easy",6
73486328,44,"female","13_Sampling","easy",11
73486328,44,"female","13_Sampling","hard",19
37979768,28,"male","37_Practice","easy",4
37979768,28,"male","37_Practice","hard",51
37979768,28,"male","20_Stability","easy",30
37979768,28,"male","20_Stability","hard",56
37979768,28,"male","19_Pattern","easy",38
37979768,28,"male","19_Pattern","hard",32
37979768,28,"male","31_InitNumber","easy",2
37979768,28,"male","31_InitNumber","hard",15
37979768,28,"male","10_Stability","hard",14
37979768,28,"male","10_Stability","easy",2
37979768,28,"male","29_Number","easy",2
37979768,28,"male","29_Number","hard",18
37979768,28,"male","17_InitNumber","hard",21
37979768,28,"male","17_InitNumber","easy",2
37979768,28,"male","13_Sampling","hard",57
37979768,28,"male","13_Sampling","easy",6
37979768,28,"male","28_Stability","hard",26
37979768,28,"male","28_Stability","easy",15
37979768,28,"male","26_Number","easy",15
37979768,28,"male","26_Number","hard",31
37979768,28,"male","8_Number","easy",10
37979768,28,"male","8_Number","hard",24
37979768,28,"male","12_Number","hard",16
37979768,28,"male","12_Number","easy",21
37979768,28,"male","30_Number","hard",11
37979768,28,"male","30_Number","easy",5
37979768,28,"male","22_Number","easy",4
37979768,28,"male","22_Number","hard",15
37979768,28,"male","33_Pattern","hard",21
37979768,28,"male","33_Pattern","easy",15
37979768,28,"male","21_Number","hard",10
37979768,28,"male","21_Number","easy",4
37979768,28,"male","31_InitNumber","easy",5
37979768,28,"male","31_InitNumber","hard",14
37979768,28,"male","34_Stability","hard",23
37979768,28,"male","34_Stability","easy",19
37979768,28,"male","9_InitNumber","easy",3
37979768,28,"male","9_InitNumber","hard",10
37979768,28,"male","25_InitSorted","hard",10
37979768,28,"male","25_InitSorted","easy",10
37979768,28,"male","24_Stability","hard",19
37979768,28,"male","24_Stability","easy",3
37979768,28,"male","11_InitSorted","easy",12
37979768,28,"male","11_InitSorted","hard",11
37979768,28,"male","16_Number","easy",9
37979768,28,"male","16_Number","hard",11
37979768,28,"male","7_Number","hard",11
37979768,28,"male","7_Number","easy",4
37979768,28,"male","14_Stability","hard",11
37979768,28,"male","14_Stability","easy",10
37979768,28,"male","27_Sampling","easy",3
37979768,28,"male","27_Sampling","hard",10
37979768,28,"male","18_Stability","easy",8
37979768,28,"male","18_Stability","hard",15
37979768,28,"male","23_InitNumber","hard",10
37979768,28,"male","23_InitNumber","easy",5
37979768,28,"male","15_Number","easy",8
37979768,28,"male","15_Number","hard",11
38939375,28,"male","37_Practice","hard",65
38939375,28,"male","37_Practice","easy",5
38939375,28,"male","23_InitNumber","easy",7
38939375,28,"male","23_InitNumber","hard",25
38939375,28,"male","8_Number","easy",18
38939375,28,"male","8_Number","hard",61
38939375,28,"male","9_InitNumber","hard",33
38939375,28,"male","9_InitNumber","easy",27
38939375,28,"male","20_Stability","hard",89
38939375,28,"male","20_Stability","easy",81
38939375,28,"male","11_InitSorted","easy",44
38939375,28,"male","11_InitSorted","hard",36
38939375,28,"male","21_Number","easy",9
38939375,28,"male","21_Number","hard",29
38939375,28,"male","12_Number","hard",50
38939375,28,"male","12_Number","easy",7
38939375,28,"male","16_Number","hard",31
38939375,28,"male","16_Number","easy",11
38939375,28,"male","13_Sampling","easy",58
38939375,28,"male","13_Sampling","hard",64
38939375,28,"male","31_InitNumber","hard",30
38939375,28,"male","31_InitNumber","easy",25
38939375,28,"male","26_Number","hard",54
38939375,28,"male","26_Number","easy",8
38939375,28,"male","17_InitNumber","easy",32
38939375,28,"male","17_InitNumber","hard",42
38939375,28,"male","19_Pattern","easy",36
38939375,28,"male","19_Pattern","hard",34
38939375,28,"male","34_Stability","hard",68
38939375,28,"male","34_Stability","easy",75
38939375,28,"male","31_InitNumber","hard",28
38939375,28,"male","31_InitNumber","easy",25
38939375,28,"male","15_Number","hard",48
38939375,28,"male","15_Number","easy",9
38939375,28,"male","29_Number","easy",3
38939375,28,"male","29_Number","hard",31
38939375,28,"male","30_Number","easy",7
38939375,28,"male","30_Number","hard",33
38939375,28,"male","24_Stability","easy",63
38939375,28,"male","24_Stability","hard",70
38939375,28,"male","25_InitSorted","easy",72
38939375,28,"male","25_InitSorted","hard",76
38939375,28,"male","7_Number","hard",45
38939375,28,"male","7_Number","easy",5
38939375,28,"male","28_Stability","easy",40
38939375,28,"male","28_Stability","hard",52
38939375,28,"male","22_Number","hard",52
38939375,28,"male","22_Number","easy",15
38939375,28,"male","14_Stability","easy",32
38939375,28,"male","14_Stability","hard",41
